base,drupal,git@github.com:lyrasis/drupal.git,lyr-master
modules,devel,git://git.drupal.org/project/devel.git,master
modules,feature-base-drupal,https://github.com/lyrasis/feature_base_drupal,master
modules,feature-base-islandora,git@github.com:lyrasis/feature-base-islandora.git,master
modules,islandora,git@github.com:lyrasis/islandora.git,lyr-master
modules,islandora_batch,https://github.com/lyrasis/islandora_batch.git,lyr-master
modules,islandora_book_batch,https://github.com/lyrasis/islandora_book_batch.git,lyr-master
modules,islandora_fits,https://github.com/lyrasis/islandora_fits.git,lyr-master
modules,islandora_importer,https://github.com/lyrasis/islandora_importer.git,lyr-master
modules,islandora_internet_archive_bookreader,https://github.com/lyrasis/islandora_internet_archive_bookreader.git,lyr-master
modules,islandora_ip_embargo,https://github.com/lyrasis/islandora_ip_embargo.git,lyr-master
modules,islandora_marcxml,https://github.com/lyrasis/islandora_marcxml.git,lyr-master
modules,islandora_ocr,https://github.com/lyrasis/islandora_ocr.git,lyr-master
modules,islandora_openseadragon,https://github.com/lyrasis/islandora_openseadragon.git,7.x
modules,islandora_paged_content,https://github.com/lyrasis/islandora_paged_content.git,lyr-master
modules,islandora_simple_workflow,https://github.com/lyrasis/islandora_simple_workflow.git,lyr-master
modules,islandora_solr_search,https://github.com/lyrasis/islandora_solr_search.git,lyr-master
modules,islandora_solr_views,https://github.com/lyrasis/islandora_solr_views.git,lyr-master
modules,islandora_utils,https://github.com/lyrasis/islandora_utils.git,lyr-master
modules,islandora_videojs,https://github.com/lyrasis/islandora_videojs.git,lyr-master
modules,islandora_xml_forms,https://github.com/lyrasis/islandora_xml_forms.git,lyr-master
modules,islandora_solution_pack_audio,git@github.com:lyrasis/islandora_solution_pack_audio.git,lyr-master
modules,islandora_solution_pack_book,git@github.com:lyrasis/islandora_solution_pack_book.git,lyr-master
modules,islandora_solution_pack_collection,git@github.com:lyrasis/islandora_solution_pack_collection.git,lyr-master
modules,islandora_solution_pack_compound,git@github.com:lyrasis/islandora_solution_pack_compound.git,lyr-master
modules,islandora_solution_pack_image,git@github.com:lyrasis/islandora_solution_pack_image.git,lyr-master
modules,islandora_solution_pack_large_image,git@github.com:lyrasis/islandora_solution_pack_large_image.git,lyr-master
modules,islandora_solution_pack_newspaper,git@github.com:lyrasis/islandora_solution_pack_newspaper.git,lyr-master
modules,islandora_solution_pack_pdf,git@github.com:lyrasis/islandora_solution_pack_pdf.git,lyr-master
modules,objective_forms,git@github.com:lyrasis/objective_forms.git,lyr-master
modules,php_lib,git@github.com:lyrasis/php_lib.git,lyr-master
modules,reposervice-module,git@github.com:lyrasis/reposervice-module.git,master
libraries,bookreader,https://github.com/lyrasis/internet_archive_bookreader,master
libraries,tuque,git@github.com:lyrasis/tuque.git,lyr-master
sites,repository_sites,git@github.com:lyrasis/repository_sites.git,master
themes,lyr_isl_base_theme,git@github.com:lyrasis/lyr_isl_base_theme.git,master
